,command,key,type,code,location,functionId,childNum,isCFGNode,operator,baseType,completeType,identifier
0,ANR,1,File,tmp\\00b8702581f312aa46f797a8b3153d9b2892d967.c,,,,,,,,
1,ANR,2,Function,get_pci_host_devaddr,1:0:0:600,,,,,,,
2,ANR,3,FunctionDef,"""get_pci_host_devaddr (Object * obj , Visitor * v , const char * name , void * opaque , Error * * errp)""",,2,0,,,,,
3,ANR,4,CompoundStatement,,5:0:143:600,2,0,,,,,
4,ANR,5,IdentifierDeclStatement,DeviceState * dev = DEVICE ( obj ) ;,7:4:152:182,2,0,True,,,,
5,ANR,6,IdentifierDecl,* dev = DEVICE ( obj ),,2,0,,,,,
6,ANR,7,IdentifierDeclType,DeviceState *,,2,0,,,,,
7,ANR,8,Identifier,dev,,2,1,,,,,
8,ANR,9,AssignmentExpression,* dev = DEVICE ( obj ),,2,2,,=,,,
9,ANR,10,Identifier,dev,,2,0,,,,,
10,ANR,11,CallExpression,DEVICE ( obj ),,2,1,,,,,
11,ANR,12,Callee,DEVICE,,2,0,,,,,
12,ANR,13,Identifier,DEVICE,,2,0,,,,,
13,ANR,14,ArgumentList,obj,,2,1,,,,,
14,ANR,15,Argument,obj,,2,0,,,,,
15,ANR,16,Identifier,obj,,2,0,,,,,
16,ANR,17,IdentifierDeclStatement,Property * prop = opaque ;,9:4:191:214,2,1,True,,,,
17,ANR,18,IdentifierDecl,* prop = opaque,,2,0,,,,,
18,ANR,19,IdentifierDeclType,Property *,,2,0,,,,,
19,ANR,20,Identifier,prop,,2,1,,,,,
20,ANR,21,AssignmentExpression,* prop = opaque,,2,2,,=,,,
21,ANR,22,Identifier,opaque,,2,0,,,,,
22,ANR,23,Identifier,opaque,,2,1,,,,,
23,ANR,24,IdentifierDeclStatement,"""PCIHostDeviceAddress * addr = qdev_get_prop_ptr ( dev , prop ) ;""",11:4:223:280,2,2,True,,,,
24,ANR,25,IdentifierDecl,"""* addr = qdev_get_prop_ptr ( dev , prop )""",,2,0,,,,,
25,ANR,26,IdentifierDeclType,PCIHostDeviceAddress *,,2,0,,,,,
26,ANR,27,Identifier,addr,,2,1,,,,,
27,ANR,28,AssignmentExpression,"""* addr = qdev_get_prop_ptr ( dev , prop )""",,2,2,,=,,,
28,ANR,29,Identifier,addr,,2,0,,,,,
29,ANR,30,CallExpression,"""qdev_get_prop_ptr ( dev , prop )""",,2,1,,,,,
30,ANR,31,Callee,qdev_get_prop_ptr,,2,0,,,,,
31,ANR,32,Identifier,qdev_get_prop_ptr,,2,0,,,,,
32,ANR,33,ArgumentList,dev,,2,1,,,,,
33,ANR,34,Argument,dev,,2,0,,,,,
34,ANR,35,Identifier,dev,,2,0,,,,,
35,ANR,36,Argument,prop,,2,1,,,,,
36,ANR,37,Identifier,prop,,2,0,,,,,
37,ANR,38,IdentifierDeclStatement,"""char buffer [ ] = """"xxxx:xx:xx.x"""" ;""",13:4:289:319,2,3,True,,,,
38,ANR,39,IdentifierDecl,"""buffer [ ] = """"xxxx:xx:xx.x""""""",,2,0,,,,,
39,ANR,40,IdentifierDeclType,char [ ],,2,0,,,,,
40,ANR,41,Identifier,buffer,,2,1,,,,,
41,ANR,42,AssignmentExpression,"""buffer [ ] = """"xxxx:xx:xx.x""""""",,2,2,,=,,,
42,ANR,43,Identifier,buffer,,2,0,,,,,
43,ANR,44,PrimaryExpression,"""""""xxxx:xx:xx.x""""""",,2,1,,,,,
44,ANR,45,IdentifierDeclStatement,char * p = buffer ;,15:4:328:344,2,4,True,,,,
45,ANR,46,IdentifierDecl,* p = buffer,,2,0,,,,,
46,ANR,47,IdentifierDeclType,char *,,2,0,,,,,
47,ANR,48,Identifier,p,,2,1,,,,,
48,ANR,49,AssignmentExpression,* p = buffer,,2,2,,=,,,
49,ANR,50,Identifier,buffer,,2,0,,,,,
50,ANR,51,Identifier,buffer,,2,1,,,,,
51,ANR,52,IdentifierDeclStatement,int rc = 0 ;,17:4:353:363,2,5,True,,,,
52,ANR,53,IdentifierDecl,rc = 0,,2,0,,,,,
53,ANR,54,IdentifierDeclType,int,,2,0,,,,,
54,ANR,55,Identifier,rc,,2,1,,,,,
55,ANR,56,AssignmentExpression,rc = 0,,2,2,,=,,,
56,ANR,57,Identifier,rc,,2,0,,,,,
57,ANR,58,PrimaryExpression,0,,2,1,,,,,
58,ANR,59,ExpressionStatement,"""rc = snprintf ( buffer , sizeof ( buffer ) , """"%04x:%02x:%02x.%d"""" , addr -> domain , addr -> bus , addr -> slot , addr -> function )""",21:4:376:508,2,6,True,,,,
59,ANR,60,AssignmentExpression,"""rc = snprintf ( buffer , sizeof ( buffer ) , """"%04x:%02x:%02x.%d"""" , addr -> domain , addr -> bus , addr -> slot , addr -> function )""",,2,0,,=,,,
60,ANR,61,Identifier,rc,,2,0,,,,,
61,ANR,62,CallExpression,"""snprintf ( buffer , sizeof ( buffer ) , """"%04x:%02x:%02x.%d"""" , addr -> domain , addr -> bus , addr -> slot , addr -> function )""",,2,1,,,,,
62,ANR,63,Callee,snprintf,,2,0,,,,,
63,ANR,64,Identifier,snprintf,,2,0,,,,,
64,ANR,65,ArgumentList,buffer,,2,1,,,,,
65,ANR,66,Argument,buffer,,2,0,,,,,
66,ANR,67,Identifier,buffer,,2,0,,,,,
67,ANR,68,Argument,sizeof ( buffer ),,2,1,,,,,
68,ANR,69,SizeofExpression,sizeof ( buffer ),,2,0,,,,,
69,ANR,70,Sizeof,sizeof,,2,0,,,,,
70,ANR,71,SizeofOperand,buffer,,2,1,,,,,
71,ANR,72,Argument,"""""""%04x:%02x:%02x.%d""""""",,2,2,,,,,
72,ANR,73,PrimaryExpression,"""""""%04x:%02x:%02x.%d""""""",,2,0,,,,,
73,ANR,74,Argument,addr -> domain,,2,3,,,,,
74,ANR,75,PtrMemberAccess,addr -> domain,,2,0,,,,,
75,ANR,76,Identifier,addr,,2,0,,,,,
76,ANR,77,Identifier,domain,,2,1,,,,,
77,ANR,78,Argument,addr -> bus,,2,4,,,,,
78,ANR,79,PtrMemberAccess,addr -> bus,,2,0,,,,,
79,ANR,80,Identifier,addr,,2,0,,,,,
80,ANR,81,Identifier,bus,,2,1,,,,,
81,ANR,82,Argument,addr -> slot,,2,5,,,,,
82,ANR,83,PtrMemberAccess,addr -> slot,,2,0,,,,,
83,ANR,84,Identifier,addr,,2,0,,,,,
84,ANR,85,Identifier,slot,,2,1,,,,,
85,ANR,86,Argument,addr -> function,,2,6,,,,,
86,ANR,87,PtrMemberAccess,addr -> function,,2,0,,,,,
87,ANR,88,Identifier,addr,,2,0,,,,,
88,ANR,89,Identifier,function,,2,1,,,,,
89,ANR,90,ExpressionStatement,assert ( rc == sizeof ( buffer ) - 1 ),25:4:517:549,2,7,True,,,,
90,ANR,91,CallExpression,assert ( rc == sizeof ( buffer ) - 1 ),,2,0,,,,,
91,ANR,92,Callee,assert,,2,0,,,,,
92,ANR,93,Identifier,assert,,2,0,,,,,
93,ANR,94,ArgumentList,rc == sizeof ( buffer ) - 1,,2,1,,,,,
94,ANR,95,Argument,rc == sizeof ( buffer ) - 1,,2,0,,,,,
95,ANR,96,EqualityExpression,rc == sizeof ( buffer ) - 1,,2,0,,==,,,
96,ANR,97,Identifier,rc,,2,0,,,,,
97,ANR,98,AdditiveExpression,sizeof ( buffer ) - 1,,2,1,,-,,,
98,ANR,99,SizeofExpression,sizeof ( buffer ),,2,0,,,,,
99,ANR,100,Sizeof,sizeof,,2,0,,,,,
100,ANR,101,SizeofOperand,buffer,,2,1,,,,,
101,ANR,102,PrimaryExpression,1,,2,1,,,,,
102,ANR,103,ExpressionStatement,"""visit_type_str ( v , name , & p , errp )""",29:4:562:595,2,8,True,,,,
103,ANR,104,CallExpression,"""visit_type_str ( v , name , & p , errp )""",,2,0,,,,,
104,ANR,105,Callee,visit_type_str,,2,0,,,,,
105,ANR,106,Identifier,visit_type_str,,2,0,,,,,
106,ANR,107,ArgumentList,v,,2,1,,,,,
107,ANR,108,Argument,v,,2,0,,,,,
108,ANR,109,Identifier,v,,2,0,,,,,
109,ANR,110,Argument,name,,2,1,,,,,
110,ANR,111,Identifier,name,,2,0,,,,,
111,ANR,112,Argument,& p,,2,2,,,,,
112,ANR,113,UnaryOperationExpression,& p,,2,0,,,,,
113,ANR,114,UnaryOperator,&,,2,0,,,,,
114,ANR,115,Identifier,p,,2,1,,,,,
115,ANR,116,Argument,errp,,2,3,,,,,
116,ANR,117,Identifier,errp,,2,0,,,,,
117,ANR,118,ReturnType,static void,,2,1,,,,,
118,ANR,119,Identifier,get_pci_host_devaddr,,2,2,,,,,
119,ANR,120,ParameterList,"""Object * obj , Visitor * v , const char * name , void * opaque , Error * * errp""",,2,3,,,,,
120,ANR,121,Parameter,Object * obj,1:33:33:43,2,0,True,,,,
121,ANR,122,ParameterType,Object *,,2,0,,,,,
122,ANR,123,Identifier,obj,,2,1,,,,,
123,ANR,124,Parameter,Visitor * v,1:46:46:55,2,1,True,,,,
124,ANR,125,ParameterType,Visitor *,,2,0,,,,,
125,ANR,126,Identifier,v,,2,1,,,,,
126,ANR,127,Parameter,const char * name,1:58:58:73,2,2,True,,,,
127,ANR,128,ParameterType,const char *,,2,0,,,,,
128,ANR,129,Identifier,name,,2,1,,,,,
129,ANR,130,Parameter,void * opaque,3:33:112:123,2,3,True,,,,
130,ANR,131,ParameterType,void *,,2,0,,,,,
131,ANR,132,Identifier,opaque,,2,1,,,,,
132,ANR,133,Parameter,Error * * errp,3:47:126:137,2,4,True,,,,
133,ANR,134,ParameterType,Error * *,,2,0,,,,,
134,ANR,135,Identifier,errp,,2,1,,,,,
135,ANR,136,CFGEntryNode,ENTRY,,2,,True,,,,
136,ANR,137,CFGExitNode,EXIT,,2,,True,,,,
137,ANR,138,Symbol,opaque,,2,,,,,,
138,ANR,139,Symbol,errp,,2,,,,,,
139,ANR,140,Symbol,addr -> bus,,2,,,,,,
140,ANR,141,Symbol,DEVICE,,2,,,,,,
141,ANR,142,Symbol,addr -> domain,,2,,,,,,
142,ANR,143,Symbol,addr -> slot,,2,,,,,,
143,ANR,144,Symbol,p,,2,,,,,,
144,ANR,145,Symbol,rc,,2,,,,,,
145,ANR,146,Symbol,dev,,2,,,,,,
146,ANR,147,Symbol,obj,,2,,,,,,
147,ANR,148,Symbol,v,,2,,,,,,
148,ANR,149,Symbol,& p,,2,,,,,,
149,ANR,150,Symbol,prop,,2,,,,,,
150,ANR,151,Symbol,name,,2,,,,,,
151,ANR,152,Symbol,qdev_get_prop_ptr,,2,,,,,,
152,ANR,153,Symbol,buffer,,2,,,,,,
153,ANR,154,Symbol,* addr,,2,,,,,,
154,ANR,155,Symbol,addr,,2,,,,,,
155,ANR,156,Symbol,addr -> function,,2,,,,,,
156,ANR,157,Symbol,snprintf,,2,,,,,,
